REGION,No,Si
1,39.225020758372544,60.774979241627456
2,32.745639352490905,67.25436064750909
3,30.4193231976459,69.58067680235409
4,44.640483383685805,55.359516616314195
5,0.16939582156973462,99.83060417843026
6,21.56299006795609,78.4370099320439
7,14.897698209718671,85.10230179028133
8,0.49019607843137253,99.50980392156863
9,43.122055929878954,56.877944070121046
All,34.65325593965173,65.34674406034827
