REGION,No,Si
1,23.194021588707443,76.80597841129256
2,17.963358012297654,82.03664198770234
3,16.699362432564982,83.30063756743502
4,28.265861027190333,71.73413897280967
5,0.0564652738565782,99.94353472614343
6,21.301620491374802,78.6983795086252
7,7.608695652173914,92.3913043478261
8,58.13725490196079,41.86274509803922
9,43.12801860354183,56.87198139645817
All,24.670411016849574,75.32958898315042
