REGION,No,Si
1,5.590921671740936,94.40907832825907
2,1.0980047684778516,98.90199523152215
3,0.6436978911230995,99.3563021088769
4,1.1722054380664653,98.82779456193353
5,0.0564652738565782,99.94353472614343
6,0.23523261892315736,99.76476738107685
7,0.47953964194373405,99.52046035805625
8,0.19607843137254902,99.80392156862746
9,10.446604257348996,89.553395742651
All,3.720066740300331,96.27993325969967
